h_2005,facine3,p2_1,p2_8,p2_32,p2_69,p2_82,p2_5,p2_84,p2_70,p2_71,p4_10,p4_27,p4_33,p4_7_3,p4_15,p4_24,p4_35,np1,np2_1,np4_5,np4_18,renthog,percrent,bage,nsitlabdom,neducdom,nnumadtrab,havenegval,tienereal,cuentas,penseg,sideuda,tienefin,tiene,otraspr,valhog,allf,salcuentas,valpenseg,odeuhog,dvivpral,dpdte,deuoprop,dpdtehipo,deuhipv,hipo,phipo,perso,pperso,deuda_tarj,ptmos_tarj,otrasd,potrasd,adeuda,vdeuda,deuotros,actreales,actfinanc,riquezabr,riquezanet,percriq,deuinvref,deuveh,deubie,pagodeuda,alim,nodur,gvehic,gimpvehic,tvehic,timpvehic,p5_1,multipr,sex,educ,p2_2,p2_1.1,pagopr_vivpr,np2_5,p2_8.1,p2_9,p2_33,p2_35_1,p2_35_2,p2_35_3,p2_35a_1,p2_35a_2,p2_35a_3,p2_35a_4,p2_42_1,p2_43,rents,p7_4a,p7_4b,p2_23,p2_24,p2_25,p2_26,p2_39,pagopr_otr,p4_16,p4_40,p4_36,p4_25,s6_sum,s6_sum2,s6_sum3,s6_sum4,s6_sum5,s6_sum6,s6_sum7,s6_sum8,s6b_sum,s6b_sum_rent,p6_81,tipo_auton,direc,p5_1.1,empre,auton,riquezafin,deuda_vivienda,s6_owner,valor
48,4149.17089010861,3,,1,1,1,,2000,2500,30050.61,2,2,2,3000,,,,5,0,1,0,24970.96,3,2,1,2,2,0,1,0,0,0,1,1,78131.57,0,,0,0,0,0,1,24000,0,0,1,12000,0,0,0,0,0,0,1,36000,12000,54131.57,3000,83131.57,47131.57,1,12000,0,0,360,10800,7200,1,800,1,4808.1,1,0,2,6,,3,0,,,0,1,1,,,1,,,,2,0,,,,0,,1,,19532.8925,240,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,24000,1,0
49,2964.37753114079,2,1,2,2,1,144242.91,2000,,6000,2,2,2,3000,,,,2,1,1,0,37332,4,3,6,2,1,1,1,0,1,0,1,1,0,12020.24,,0,6535.8,0,65000,0,0,1,65000,0,0,1,6200,0,0,0,0,1,71200,6200,79242.91,9535.8,167798.95,96598.95,2,0,0,6200,689,3600,6000,0,0,1,16016,0,1,2,7,1,2,420,144242.91,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,1,0,0,0,0,0,0,2,2,2,2,1,1,2,1,0,65000,0,6535.8
50,4106.94941829483,2,1,2,1,2,480000,,9000,24000,2,2,2,,,,,4,1,0,0,5185,1,2,4,3,1,0,1,0,0,0,0,1,0,0,,0,0,0,66000,0,0,1,66000,0,0,0,0,0,0,0,0,1,66000,0,414000,0,480000,414000,4,0,0,0,540,5760,3840,1,1800,1,6800,1,1,2,12,1,2,540,480000,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,66000,0,0
51,4730.84182766702,97,,2,1,2,,,4207.08,12020.24,2,2,2,300,,,,1,0,1,0,0,1,3,1,1,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,18030.36,0,0,0,0,1,18030.36,18030.36,0,300,300,-17730.36,1,18030.36,0,0,250,3600,3600,0,0,1,500,1,1,2,5,,97,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,1,0,0,0,0,0,0,0,2,0,,2,,,0,0,0,0
52,2970.92365481754,2,2,1,2,2,72121.45,,,3606.07,2,2,2,6.01,,,,1,1,1,0,8399.7,1,5,5,1,0,0,1,0,0,0,1,1,60101.21,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132222.66,6.01,132228.67,132228.67,2,0,0,0,0,3000,3000,0,0,0,0,1,0,1,2,1,2,0,72121.45,2,0,1,2,,,3,,,,4,60,600,,,0,,2,2,15025.3025,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
53,5934.18530972329,2,1,1,2,2,358569.4,,,9015.18,2,2,2,2500,,,,1,1,1,0,26802.9242,3.4,3,1,3,0,0,1,0,0,0,1,1,2475,0,,0,0,0,380.8,0,0,1,380.8,0,0,0,0,0,0,0,0,1,380.8,0,360663.6,2500,363544.4,363163.6,3.8,0,0,0,120,4101.6,6410.4,0,0,1,3809.2,1,0,1,12,1,2,120,358569.4,1,0,1,2,,,8,,,,2,0,,,,0,,1,2,1875,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,,,0,380.8,1,0
54,257.9826828865,3,,2,2,2,,,,6000,2,2,2,4000,,,,2,0,1,0,30695.2,4,3,1,3,1,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,4000,4000,1,0,0,0,0,5700,900,0,0,1,6000,1,1,2,10,,3,0,,,0,,,,,,,,,,0,,,,0,,1,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
55,1471.35896676177,2,2,1,1,2,108182.18,,1202.02,18030.36,2,2,2,9015.18,,,,3,1,1,0,124915.3608,6,4,1,1,2,0,1,0,0,0,1,1,168283.39,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276465.57,9015.18,285480.75,285480.75,3,0,0,0,0,12000,26400,0,0,1,18030.36,1,0,1,4,1,2,0,108182.18,2,0,2,1,1,,8,3,,,6,0,,,,0,,2,2,42070.8475,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
56,2700.81368386239,2,,2,1,2,330556.66,,2103.54,18030.36,2,2,2,30000,,,,2,1,1,0,42724.4,4.2,2,1,3,2,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330556.66,30000,360556.66,360556.66,4,0,0,0,0,7200,16800,0,0,1,10000,1,1,1,10,3,2,0,330556.66,,0,,,,,,,,,,0,,,,0,,1,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
57,67.1545936979717,2,2,1,2,2,6e+05,,,75230.8,1,2,1,301072.2,7e+05,,87462.2,2,1,1,0,207400,6,4,6,3,1,1,1,0,1,0,1,1,6e+05,6350226.576,,0,368640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,1457174.4,9007400.976,9007400.976,5,0,0,0,0,30000,66000,0,0,1,62000,0,0,1,10,1,2,0,6e+05,2,0,1,1,,,1,,,,2,0,,,,0,,1,2,150000,0,5991.6,,10955.2,,0,1,0,0,0,0,0,0,2,2,2,3,1,1,2,2,787462.2,0,1,368640
58,125.619213073917,2,,2,2,1,480000,1400,,8000,2,2,2,9000,,,,2,1,1,0,13667.1415,2,6,5,1,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480000,9000,490400,490400,4,0,0,0,0,5400,3600,0,0,1,1250,1,1,1,2,97,2,0,480000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,0,0,0,0
59,13558.1841302721,1,,2,2,2,,,,4681.8,2,2,2,500,,,,1,0,1,0,18666,2.8,2,1,2,1,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,500,500,1,0,0,0,0,3600,3600,0,0,1,3000,1,1,2,8,,1,0,,,0,,,,,,,,,,0,,,,0,,1,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
60,541.763508252642,2,,1,1,1,540910.89,33474.4,36060.73,60101.21,1,1,2,17854.4,10000,,,1,1,1,0,239819.731,6,3,6,2,1,1,1,1,1,0,1,1,446262.8399,309554.454,5350,48021.2,18590,0,0,0,0,0,0,1,90151.81,0,0,0,0,0,0,1,90151.81,90151.81,987173.7299,99815.6,1430018.1839,1339866.3739,5,90151.81,0,0,500,4800,6000,0,0,1,12020.24,0,0,2,6,1,2,0,540910.89,,0,4,2,2,2,1,3,1,1,2,0,,,,0,,2,2,240458.975,0,254,,,,0,1,0,0,0,0,0,1,2,2,2,2,1,1,2,2,15350,0,1,18590
61,200.124395796527,2,,1,1,2,60101.21,,320,6000,2,2,2,3000,,,,2,1,1,0,47636.669,4.8,6,5,1,1,0,1,0,0,0,1,1,120202.42,0,,0,0,0,0,1,49000,0,0,0,0,0,0,0,0,0,0,1,49000,0,131303.63,3000,183303.63,134303.63,2,0,0,0,300,8400,3000,1,15300,1,11118.73,1,0,2,1,1,2,0,60101.21,,0,1,1,,,1,,,,7,0,,,,0,,2,2,30050.605,300,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,49000,1,0
62,2899.96177661833,2,1,1,2,2,330556.66,,,30000,2,1,2,,,,,3,1,0,0,31213.7,4,2,1,2,2,0,1,0,1,0,1,1,24040.48,0,8000,0,6000,0,54091.09,0,0,1,54091.09,0,0,1,500,0,0,0,0,1,54591.09,500,300506.05,14000,368597.14,314006.05,4,0,0,500,380,4200,4200,1,7000,1,6000,0,0,1,6,1,2,310,330556.66,1,0,1,1,,,4,,,,8,0,,,,0,,2,2,6010.12,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,8000,54091.09,1,6000
63,2788.73560074577,2,,2,1,2,240404.84,,400,12020.24,2,2,2,16000,,,,5,1,1,0,41312.6282,4.4,4,1,2,1,0,1,0,1,1,1,1,0,0,,0,31010.12,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240404.84,53010.12,293414.96,293414.96,3,0,0,0,0,9000,4200,1,4000,1,4600,0,1,1,9,1,2,0,240404.84,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,2,0,,1,,,0,0,0,31010.12
64,3585.38420227363,2,,2,2,2,42657,,,1803.04,2,2,2,3005.8,,,,1,1,1,0,4661.5224,1,6,4,1,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42657,3005.8,45662.8,45662.8,1,0,0,0,0,1800,3000,0,0,0,0,1,1,2,2,2,2,0,42657,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
65,4260.91823802837,2,2,2,1,2,162273.27,,300,9000,2,2,2,600,,,,4,1,1,0,56542.6324,5.4,4,1,1,3,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,6010.12,0,0,0,0,1,6010.12,6010.12,162273.27,600,162873.27,156863.15,2,6010.12,0,0,193,6000,8400,0,0,1,5000,1,1,1,4,1,2,0,162273.27,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
66,6313.74006383444,2,2,2,2,2,240404.84,,,21035.42,2,2,2,6000,,,,2,1,1,0,7578.71724720703,1,3,1,1,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240404.84,6000,246404.84,246404.84,3,0,0,0,0,3000,840,0,0,0,0,1,1,1,2,1,2,0,240404.84,2,0,,,,,,,,,,0,1502.53,,,0,,2,2,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
67,3610.77174061318,2,1,2,2,1,240404.84,7694.8,,48080.97,1,2,2,600,2500,,,2,1,1,0,37534.4224,4,5,5,3,0,0,1,0,0,0,1,1,0,0,,0,0,0,120202.42,0,0,1,120202.42,0,0,0,0,0,0,0,0,1,120202.42,0,120202.42,3100,251199.64,130997.22,2,0,0,0,450,6000,6000,0,0,1,12020.24,1,1,1,10,1,2,450,240404.84,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,107.4,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,2500,120202.42,0,0
68,125.619213073917,2,,1,1,1,300506.05,27754.4,1202.02,24040.48,1,1,2,44031.8,751265.13,,,2,1,1,0,36931.5106,4,6,5,1,0,0,1,0,0,0,1,1,3082558.28,0,18030.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3383064.33,813327.29,4224146.02,4224146.02,5,0,0,0,0,18607.4752441406,3029.00522460938,0,0,1,6010.12,1,0,1,4,2,2,0,300506.05,,0,25,1,2,2,1,4,8,8,4,5938.58002929688,15025.3,,,0,,2,2,861835.615,0,18030.36,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,769295.49,0,1,0
69,5923.71895319475,2,2,2,2,2,582981.74,,,24040.48,2,2,2,20000,,,,4,1,1,0,68234.6,6,3,1,3,2,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582981.74,20000,602981.74,602981.74,5,0,0,0,0,7212.1201171875,7212.1201171875,0,0,0,0,1,1,1,10,1,2,0,582981.74,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
70,4572.37839392805,2,1,1,2,2,48000,,,12000,2,2,2,1000,,,,4,1,1,0,15347.6,2,3,1,1,3,0,1,0,1,0,1,1,48000,0,,0,2280,0,1500,0,0,1,1500,0,0,1,3300,0,0,0,0,1,4800,3300,94500,3280,99280,94480,2,3300,0,0,279,3600,7200,1,12000,1,19200,0,0,1,2,1,2,109,48000,1,0,1,1,,,3,,,,2,0,,,,0,,2,2,12000,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,1500,1,2280
71,3872.67538154978,2,,1,2,1,120000,1200,,1800,2,2,2,6000,,,,1,1,1,0,9162.2,1,5,4,1,0,0,1,0,0,0,1,1,520000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640000,6000,647200,647200,5,0,0,0,0,1440,960,0,0,0,0,1,0,2,2,1,2,0,120000,,0,3,2,2,2,3,3,3,3,4,110,600,,,0,,2,2,205000,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,1,0
72,88.0957010856423,2,2,1,2,2,240404.84,,,30990.8,1,2,2,1600,17000,,,2,1,1,0,25592.35114,3,5,6,1,0,0,1,0,0,0,1,1,540910.9,0,,0,0,0,0,0,0,0,0,0,0,1,16000,0,0,0,0,1,16000,16000,781315.74,18600,799915.74,783915.74,5,16000,0,0,760,7989.6,6410.4,0,0,1,18030.36,1,0,1,2,1,2,0,240404.84,2,0,3,2,1,1,1,2,8,8,2,901.52001953125,10818.22,,,0,,2,2,135227.725,0,600,,,,0,0,0,1,0,0,0,0,0,0,2,0,1,2,,,17000,0,1,0
73,9744.99095886732,2,1,1,2,2,661113.31,,,70689.4,2,1,2,9540.4,,,,4,1,1,0,101545.9436,6,3,2,3,2,1,1,0,1,0,1,1,240404.84,242796,65706.2,0,9000,0,108182.18,1,120202.42,1,108182.18,0,0,0,0,0,0,0,0,1,228384.6,0,673133.55,84246.6,1228560.75,1000176.15,5,0,0,0,1379,8983.2,13459.2,0,0,1,26589,0,0,1,10,1,2,689,661113.31,1,0,1,1,,,1,,,,2,0,,,,0,,2,2,60101.21,690,,,,,1,1,0,0,0,0,0,0,2,2,2,1,,1,2,1,65706.2,228384.6,1,9000
74,111.048291832116,2,,1,1,2,601012.1,,721.21,60101.21,1,1,2,7000,412000,,,3,1,1,0,137695.7636,5.8,5,6,3,1,0,1,1,1,0,1,1,1322226.64,0,60000,1e+05,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1923238.74,589000,2512238.74,2512238.74,5,0,0,0,0,18000,18000,0,0,1,26736,0,0,1,10,1,2,0,601012.1,,0,8,1,1,1,8,8,1,1,4,5150,35000,,,0,,2,2,330556.66,0,12000,,,,0,0,0,1,0,0,0,0,0,0,1,0,1,1,,,472000,0,1,10000
75,3771.18413580876,2,1,2,2,2,108182.18,,,12020.24,2,2,2,150,,,,2,1,1,0,12340.3,2,3,1,1,1,0,1,0,0,1,1,1,0,0,,0,0,770,36060.73,0,0,1,36060.73,0,0,1,7000,0,0,0,0,1,43060.73,7000,72121.45,920,109102.18,66041.45,1,0,7000,0,525,4800,600,1,900,1,7000,1,1,2,2,1,2,305,108182.18,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,36060.73,0,0
76,206.608870085042,2,2,1,2,2,480809.68,,,12020.24,1,2,2,6010.12,18030.36,,,2,1,1,0,49537.49,5,5,5,1,0,0,1,0,0,0,1,1,360607.26,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841416.94,24040.48,865457.42,865457.42,5,0,0,0,0,21636.48046875,10818.1201171875,0,0,0,0,1,0,1,4,1,2,0,480809.68,2,0,1,1,,,8,,,,4,1200,14400,,,0,,2,2,90151.815,0,119.2,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,18030.36,0,1,0
77,5415.92663019411,2,,1,2,2,30050.61,,,1202.02,1,2,2,9000,3005.06,,,3,1,1,0,23384.35,3,1,1,2,1,0,1,0,0,0,1,1,66111.33,0,,0,0,0,0,0,0,0,0,0,0,1,2000,0,0,0,0,1,2000,2000,96161.94,12005.06,108167,106167,2,0,2000,0,200,7200,2400,0,0,1,11419.23,1,0,1,8,2,2,0,30050.61,,0,1,1,,,1,,,,2,0,,,,0,,2,2,16527.8325,0,35.2,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,3005.06,0,1,0
78,125.619213073917,2,,1,1,1,540910.89,42070.85,1200,30050.61,2,1,2,7000,,961619.37,,2,1,1,1,40074.865,4,6,6,2,0,0,1,0,0,0,1,1,480809.68,0,290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021720.57,1258619.37,2322410.79,2322410.79,5,0,0,0,0,28800,7200,0,0,0,0,1,0,1,7,1,2,0,540910.89,,0,1,1,,,1,,,,2,0,,,,0,,2,2,120202.42,0,,,,0,0,0,0,1,0,0,0,0,0,0,2,0,1,2,,,1251619.37,0,1,0
79,2597.0838909972,2,2,2,2,2,180303.63,,,6010.12,2,2,2,360.61,,,,5,1,1,0,14518,2,3,4,1,1,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180303.63,360.61,180664.24,180664.24,3,0,0,0,0,7200,4800,0,0,1,901.52,1,1,2,4,1,2,0,180303.63,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
80,198.193572484351,2,,1,1,1,180303.63,25177.6,18030.36,60101.21,2,2,2,120202.42,,,,5,1,1,0,80886,6,3,6,3,2,1,1,0,1,0,1,1,411960.83,18030.36,,0,36060.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,592264.46,156263.15,791735.57,791735.57,5,0,0,0,0,6720,1680,1,13000,1,30000,0,0,1,10,1,2,0,180303.63,,0,4,1,3,1,6,4,3,3,3,0,,,,0,,2,2,102990.2075,0,,,,,0,1,0,0,0,0,0,0,2,2,2,1,1,1,2,1,0,0,1,36060.73
81,2911.19423223451,2,,2,2,2,10000,,,18030.36,2,2,2,1803.04,,,,3,1,1,0,21068.46975,3,5,5,1,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,1803.04,11803.04,11803.04,1,0,0,0,0,3840,360,0,0,1,601.01,1,1,1,2,1,2,0,10000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,0,0,0,0
82,9227.53430003403,2,1,2,1,1,168283.39,3500,60,18000,2,1,2,30000,,,,4,1,1,0,132710.9046,6,1,1,1,2,0,1,0,1,0,1,1,0,0,180000,0,2300,0,23631.6,0,0,1,23631.6,0,0,1,279,0,0,0,0,1,23910.6,279,144651.79,212300,384083.39,360172.79,4,0,279,0,629,7200,10800,1,10000,1,15000,0,1,1,4,1,2,350,168283.39,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,2,0,,1,,,180000,23631.6,0,2300
83,1766.84873684929,3,,2,1,1,,200,10,24040.48,2,2,2,700,,,,1,0,1,0,7229.964,1,5,4,1,0,0,1,0,0,1,1,1,0,0,,0,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700,2900,2900,1,0,0,0,0,3600,1200,0,0,0,0,1,1,2,2,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,0,0,0
84,3638.16457392746,2,,2,2,2,210354.24,,,12020.24,2,2,2,4500,,,,2,1,1,0,0,1,5,5,1,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210354.24,4500,214854.24,214854.24,3,0,0,0,0,4128,1272,0,0,0,0,1,1,1,2,1,2,0,210354.24,,0,,,,,,,,,,0,,,,0,,1,2,0,0,,,,,0,0,0,1,1,0,0,0,0,0,1,0,,2,,,0,0,0,0
85,219.570056179375,2,,2,2,2,46659.8,,,10000,2,2,2,2906,,,,2,1,1,0,11960.3432,2,5,5,1,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46659.8,2906,49565.8,49565.8,1.2,0,0,0,0,1200,1200,0,0,1,1000,1,1,1,2,2,2,0,46659.8,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
86,3723.68832770848,2,,2,2,2,74750.8,,,6546.6,2,2,2,,,,,1,1,0,0,12444,2,6,5,1,0,0,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74750.8,0,74750.8,74750.8,1.4,0,0,0,0,2400,1200,0,0,0,0,1,1,2,2,2,2,0,74750.8,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,0,0,0,0
87,86.0611434794052,2,,1,2,2,360607.26,,,48080.97,1,1,2,5000,60101.21,,,1,1,1,0,97374.3,6,6,5,3,0,0,1,1,0,0,1,1,2283845.99,0,140000,480809.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2644453.25,685910.89,3330364.14,3330364.14,5,0,0,0,0,9600,8400,0,0,0,0,1,0,1,10,1,2,0,360607.26,,0,20,2,1,1,2,8,1,1,4,8000,70000,,,0,,2,2,616037.405,0,0,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,200101.21,0,1,0
88,301.59598132872,2,2,1,1,2,240404.84,,800,36060.73,2,2,2,8883,,,,3,1,1,0,88666.611,6,4,4,1,2,0,1,1,1,0,1,1,390657.87,0,,16969.4,18030.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631062.71,43882.76,674945.47,674945.47,5,0,0,0,0,7200,2400,0,0,1,30050.61,0,0,2,5,1,2,0,240404.84,2,0,2,1,1,,1,1,,,4,1000,12000,,,0,,2,2,97664.4675,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,1,,,0,0,1,18030.36
89,15.6708762163865,2,2,1,1,2,901518.16,,9812.6,2e+05,1,1,2,6000,75000,3080914,,4,1,1,1,303251.3618,6,4,4,1,2,1,1,0,1,0,1,1,1340858.0051,21600000,97854.4,0,50000,0,0,0,0,0,0,0,0,1,750000,0,0,0,0,1,750000,750000,2242376.1651,3309768.4,27152144.5651,26402144.5651,5,750000,0,0,8000,21636.48046875,14363.51953125,1,12000,1,114151.82,0,0,2,7,1,2,0,901518.16,2,0,2,1,2,,1,1,,,2,0,,,,0,,2,2,405683.17,0,2250,,,476240,0,0,0,0,0,0,1,0,0,0,,0,,1,,,3253768.4,0,1,50000
90,1977.37096625383,2,2,2,2,2,270455.45,,,15025.3,2,2,2,15025.3,,,,4,1,1,0,51128.33096,5,4,1,1,2,0,1,0,1,0,1,1,0,0,,0,360.61,0,0,0,0,0,0,0,0,1,1803.04,0,0,0,0,1,1803.04,1803.04,270455.45,15385.91,285841.36,284038.32,3,0,1803.04,0,360.609985351563,16587.9594726563,4327.31982421875,0,0,1,10217.21,0,1,1,2,1,2,0,270455.45,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,0,0,360.61
91,1258.67057432263,2,,2,2,2,91142.4,,,9631.6,2,2,2,,,,,2,1,0,0,7116.66666666667,1,5,5,1,0,0,1,1,0,0,1,1,0,0,,4447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91142.4,4447,95589.4,95589.4,1.8,0,0,0,0,5400,1800,0,0,0,0,1,1,1,2,2,2,0,91142.4,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,,0,,2,,,0,0,0,0
92,4565.24686137408,1,,2,1,2,,,300,9015.18,2,2,2,300.51,,,,1,0,1,0,3719.9264,1,5,4,1,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.51,300.51,300.51,1,0,0,0,0,1800,1080,0,0,0,0,1,1,2,4,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,0,0,0
93,3961.37907974323,3,,1,2,2,,,,36060.73,2,2,2,,,,,1,0,0,0,18666,2.8,4,1,2,1,0,1,1,0,0,1,1,105177.12,0,,1000,0,0,0,1,42070.85,0,0,0,0,0,0,0,0,0,0,1,42070.85,0,63106.27,1000,106177.12,64106.27,1,0,0,0,516.869995117188,2400,1200,0,0,1,9015.18,1,0,2,8,,3,0,,,0,1,1,,,1,,,,7,0,,,,0,,1,,52588.56,516.869995117188,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,42070.85,1,0
94,281.066214738933,2,1,2,2,2,192000,,,6000,2,2,2,1000,,,,2,1,1,0,26962.5185,3,2,1,3,1,0,1,0,0,0,1,1,0,0,,0,0,0,45000,0,0,1,45000,0,0,0,0,0,0,0,0,1,45000,0,147000,1000,193000,148000,2,0,0,0,380,2580,1020,0,0,0,0,1,1,2,12,1,2,380,192000,1,0,,,,,,,,,,0,,,,0,,1,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,45000,0,0
95,5471.13358192171,2,2,2,2,2,210354.24,,,1202.02,2,2,2,1803.04,,,,2,1,1,0,43627.47145,4.8,4,4,2,0,0,1,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210354.24,1803.04,212157.28,212157.28,3,0,0,0,0,3606.1201171875,4769.8798828125,0,0,1,12020.24,1,1,2,6,1,2,0,210354.24,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
96,2792.96535652918,2,2,2,2,2,210354.24,,,18030.36,2,2,2,8648.6,,,,4,1,1,0,10888.5,1.6,4,5,1,1,0,1,1,0,0,1,1,0,0,,1472.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210354.24,10121.08,220475.32,220475.32,3,0,0,0,0,4800,2400,0,0,1,12020.24,1,1,1,2,1,2,0,210354.24,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
