h_number,facine3,p2_1,p2_5,p2_8,p2_32,p2_69,p2_70,p2_71,p2_82,p2_84,p4_7_3,p4_10,p4_15,p4_24,p4_27,p4_33,p4_35,renthog,percrent,bage,nsitlabdom,neducdom,np2_1,nnumadtrab,np1,valhog,havenegval,tienereal,np4_5,np4_18,cuentas,penseg,sideuda,tienefin,tiene,otraspr,allf,salcuentas,valpenseg,odeuhog,dvivpral,dpdte,deuoprop,dpdtehipo,deuhipv,hipo,phipo,perso,pperso,otrasd,potrasd,adeuda,vdeuda,actreales,actfinanc,riquezabr,riquezanet,percriq,deuveh,deubie,deuinvref,pagodeuda,alim,nodur,gvehic,gimpvehic,tvehic,timpvehic,p5_1,multipr,sex,educ,p2_2,p2_1.1,pagopr_vivpr,np2_5,p2_8.1,p2_9,p2_33,p2_35_1,p2_35_2,p2_35_3,p2_35a_1,p2_35a_2,p2_35a_3,p2_35a_4,p2_42_1,p2_43,rents,p7_4a,p7_4b,p2_23,p2_24,p2_25,p2_26,p2_39,pagopr_otr,p4_16,p4_40,p4_36,p4_25,s6_sum,s6_sum2,s6_sum3,s6_sum4,s6_sum5,s6_sum6,s6_sum7,s6_sum8,s6b_sum,s6b_sum_rent,p6_81,tipo_auton,direc,p5_1.1,empre,auton,riquezafin,deuda_vivienda,s6_owner,valor
4477,4210.49251129439,2,300506,,1,2,,13326,2,,902,2,,,2,2,,40982.2,4.6,4,2,1,1,2,4,282089.6,1,1,1,0,0,1,0,1,1,48000,0,0,3005,0,0,1,33145.4,0,0,0,0,0,0,0,0,1,33145.4,315360.6,3907,634502.6,601357.2,5,0,0,0,564,5772,5052,0,0,1,4207,0,0,2,2,1,2,0,300506,,0,1,1,,,1,,,,2,0,,,,0,,2,1,12000,564,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,33145.4,1,3005
4478,316.464863031347,2,72000,2,2,1,1500,4500,2,,1500,2,,,2,2,,17800,2,1,1,2,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72000,1500,73500,73500,2,0,0,0,0,4320,2400,0,0,1,3000,1,1,1,8,1,2,0,72000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4479,212.477871369805,2,150250,,1,2,,6000,2,,6000,2,,,2,2,,19293,2.6,6,5,1,1,0,2,0,0,1,1,0,0,0,0,1,1,45075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195325,6000,201325,201325,4,0,0,0,0,4560,2640,0,0,0,0,1,0,2,2,1,2,0,150250,,0,1,1,,,1,,,,2,0,,,,0,,2,2,22537.5,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
4480,445.747430283952,2,120202,2,1,1,1803,36060,1,12020,12020,2,,108182,1,2,,32473,4,4,4,3,1,1,2,0,0,1,1,1,1,1,0,1,1,27417,42070,12020,61860.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147619,236152.2,395791.2,395791.2,5,0,0,0,0,10812,10824,0,0,1,7212,0,0,2,10,1,2,0,120202,2,0,1,2,,,1,,,,2,0,,,,0,,2,2,6854.25,0,,,,3606,0,0,0,0,0,0,1,0,0,0,,0,,1,,,150252,0,1,48092
4481,425.92804391549,2,3e+05,2,1,2,,9000,2,,12000,1,12000,60000,1,2,,180885.8,6,4,6,3,1,3,3,0,0,1,1,1,1,1,0,1,1,240000,18000,12000,150000,0,0,0,0,0,0,1,160000,0,0,0,0,1,160000,540000,264000,804000,644000,5,0,160000,0,900,7200,7200,0,0,1,6000,0,0,1,10,1,2,0,3e+05,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,60000,0,200,,,12000,1,0,0,0,0,0,0,0,0,0,1,0,1,1,,,90000,0,1,150000
4482,3315.9041225024,2,120000,,2,2,,12000,2,,2800.8,2,,,2,2,,10457,1.4,6,4,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,2800.8,122800.8,122800.8,3,0,0,0,0,3000,600,0,0,0,0,1,1,2,2,1,2,0,120000,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,0,0,0
4483,4741.59770265991,2,120202,2,2,1,180,18030,2,,1202,2,,,1,2,,32409.6,4,3,1,2,1,1,4,0,0,1,1,0,0,1,0,1,1,0,15626,0,8000.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120202,24828.6,145030.6,145030.6,3,0,0,0,0,2016,864,0,0,1,6010,0,1,1,8,1,2,0,120202,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,15626,0,0,8000.6
4484,5875.00568335336,3,,,2,2,,12000,2,,4513.8,2,,,2,2,,58454.2,5,3,6,1,0,2,4,387652,0.8,0.8,1,0,0,1,0,1,1,0,0,0,4059.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8573.4,396225.4,396225.4,3.2,0,0,0,0,7200,2400,0,0,1,30100,0,1,1,2,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,1,0,0,0,0,0,0,2,2,2,1,1,1,2,1,0,0,0,4059.6
4485,5688.43375785294,2,84000,1,1,2,,12000,2,,18030,2,,,2,2,,35511,4,1,1,2,1,1,4,0,0,1,1,0,0,0,0,1,1,12000,0,0,0,0,18000,1,11419,1,18000,0,0,0,0,0,0,1,29419,66581,18030,114030,84611,2,0,0,0,280,7200,7200,1,18000,1,14424,1,0,1,8,1,2,220,84000,1,0,1,1,,,4,,,,2,0,,,,0,,2,2,3000,60,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,29419,1,0
4486,2792.56417074088,2,222374,2,2,2,,8000,2,,60,2,,,2,2,,27900,4,3,1,2,1,2,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222374,60,222434,222434,4,0,0,0,0,7200,2400,0,0,1,9000,1,1,1,9,1,2,0,222374,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4487,85.409113451894,2,150000,2,2,1,420,6000,2,,1800,2,,,2,2,,20989.6,3,5,4,2,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,1800,151800,151800,3,0,0,0,0,4320,1680,0,0,0,0,1,1,2,6,1,2,0,150000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
4488,6290.74387041343,2,83939.6,,1,1,3000,8134,2,,5911.8,2,,,2,2,,19786.8,2.6,4,4,1,1,0,3,0,0,1,1,0,0,0,0,1,1,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263939.6,5911.8,269851.4,269851.4,4.2,0,0,0,0,4800,1200,1,11400,1,17400,1,0,2,2,2,2,0,83939.6,,0,1,1,,,1,,,,2,0,,,,0,,2,1.8,45000,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,1,0
4489,5574.03430604128,2,148000,1,2,2,,18000,2,,961,2,,,2,2,,17800,2,2,1,2,1,2,3,0,0,1,1,0,0,1,0,1,1,0,0,0,1799.2,0,47454.8,0,0,1,47454.8,0,0,1,505,0,0,1,47959.8,100545.2,2760.2,150760.2,102800.4,3,0,0,505,283,3600,3600,0,0,0,0,0,1,1,8,1,2,241,148000,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,47454.8,0,1799.2
4490,4007.7291195861,2,126209,2,2,1,3000,30000,2,,7000,2,,,2,2,,11658,2,2,1,1,1,1,4,0,0,1,1,0,1,1,0,1,1,0,0,27000,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126209,35800,162009,162009,3,0,0,0,0,8460,2340,0,0,1,6000,0,1,1,4,1,2,0,126209,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,0,0,1800
4491,651.919201112299,1,,,2,2,,6000,1,4232.2,9000,2,,,2,2,,16800,2,1,1,3,0,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,13232.2,13232.2,1,0,0,0,0,6000,2400,0,0,1,5000,1,1,1,10,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4492,4392.35111145874,2,450759,,1,1,420,60101,1,60101,200,1,9616,,1,2,,141810.8,6,4,5,3,1,2,4,0,0,1,1,0,1,1,0,1,1,204343,10818,120202,60100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655102,200936,916139,916139,5,0,0,0,0,10812,10824,0,0,1,42070,0,0,1,10,1,2,0,450759,,0,2,1,1,,5,1,,,4,360,4320,,,0,,2,2,51085.75,0,60,,,,0,0,0,1,0,0,0,0,0,0,1,0,,1,,,20434,0,1,60100
4493,3895.11286726549,3,,,2,2,,1500,1,360,1500,2,,,2,2,,3671,1,5,4,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1860,1860,1,0,0,0,0,2064,936,0,0,0,0,1,1,2,1,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,,,0,0,0,0
4494,241.185408306914,2,2e+05,,1,2,,1202,2,,420,2,,,2,2,,25812,3.6,6,5,1,1,0,2,0,0,1,1,0,0,0,0,1,1,380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580000,420,580420,580420,5,0,0,0,0,4320,2880,0,0,1,6000,1,0,1,2,1,2,0,2e+05,,0,1,1,,,1,,,,6,0,,,,0,,2,2,95000,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,0,0,1,0
4495,5454.52196394069,2,90152,2,2,2,,6000,2,,1200,2,,,2,2,,10934,1,2,1,1,1,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90152,1200,91352,91352,2,0,0,0,0,4332,2868,0,0,0,0,1,1,2,2,1,2,0,90152,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4496,467.248037044484,1,,,2,2,,5010,2,,66111,2,,,2,2,,15440,2,5,5,1,0,0,2,0,0,0,1,0,1,0,0,1,1,0,0,10050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76161,76161,76161,2,0,0,0,0,4800,720,0,0,1,12020,1,1,1,2,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4497,38.2001658600905,2,6e+05,,1,1,4000,18000,1,3000,25000,1,155000,,2,1,90000,89900,6,2,6,3,1,2,5,0,0,1,1,0,0,1,0,1,1,21000,0,0,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621000,312000,936000,936000,5,0,0,0,0,9600,4800,0,0,1,12600,0,0,1,11,1,2,0,6e+05,,0,1,1,,,4,,,,8,0,,,,0,,2,2,5250,0,1939.4,,2200,,1,0,0,0,0,0,0,0,0,0,1,0,1,1,,,245000,0,1,42000
4498,73.9748510000281,2,48949,,1,2,,3250,2,,1750,2,,,2,2,,15000,2,5,5,1,1,0,2,0,0,1,1,0,0,0,0,1,1,9691,0,0,0,0,0,0,0,0,0,0,0,1,500,0,0,1,500,58640,1750,60390,59890,1.8,250,0,250,500,4156.8,4843.2,0,0,1,3658.4,1,0,1,2,1,2,0,48949,,0,1,1,,,1,,,,2,0,,,,0,,2,2,2422.75,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
4499,12650.0253079503,2,35000,1,2,1,600,9000,2,,100,2,,,2,2,,2,1,1,2,2,1,1,1,9000,1,1,1,0,0,0,0,1,1,0,0,0,0,0,20000,0,0,1,20000,0,0,1,2400,0,0,1,22400,15000,100,44100,21700,1,0,0,2400,231,1440,2160,0,0,0,0,1,1,2,8,1,2,161,35000,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,1,0,0,0,0,0,0,2,2,1,1,,2,2,1,0,20000,0,0
4500,279.52263272818,2,30000,,1,2,,9000,2,,30000,2,,,2,2,,13822.2,1.8,4,2,1,1,1,2,90000,1,1,1,0,0,1,0,1,1,22525.25,0,0,26669,0,0,1,19500,0,0,0,0,1,54200,0,0,1,73700,33025.25,56669,199194.25,125494.25,3,12200,42000,0,3217.4,5040,9360,1,7500,1,37000,0,0,1,2,1,2,0,30000,,0,2,1,97,,3,2,,,1,0,,,,0,,2,2,22525.25,1300,,,,,0,1,0,0,0,0,0,0,2,2,2,2,,1,2,1,0,19500,1,26669
4501,550.38544031742,2,2e+05,2,1,2,,15000,2,,8162.8,2,,105515,2,2,,133252.8,6,3,6,1,1,2,3,1007500,1,1,1,1,0,1,1,1,1,885850,0,0,12378.2,104628.4,0,1,18000,0,0,0,0,0,0,0,0,1,18000,1067850,230684.4,2324034.4,2306034.4,5,0,0,0,361,9600,2400,0,0,1,13823,0,0,1,2,1,2,0,2e+05,2,0,7,1,1,1,1,1,1,1,4,2561,27732,,,0,,2,2,221462.5,361,,,,1123.8,0,1,0,0,0,0,0,0,2,2,2,3,1,1,2,3,105515,18000,1,12378.2
4502,2521.41930793393,2,180000,2,2,1,800,9000,2,,3000,2,,,2,2,,27327.6,3.4,5,5,2,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000,3000,183000,183000,4,0,0,0,0,6000,2400,0,0,1,600,1,1,1,8,1,2,0,180000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4503,112.32103641996,2,300506,2,1,1,150,24040,2,,3704,1,360607,,1,2,,101298,6,6,5,3,1,0,1,0,0,1,1,0,0,0,0,1,1,523232.6,48080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823738.6,412391,1236129.6,1236129.6,5,0,0,0,0,7212,3600,0,0,0,0,1,0,2,11,1,2,0,300506,2,0,10,2,2,2,1,1,3,3,4,2919,31728,,,0,,2,2,130808.15,0,15025,,,,0,0,0,1,0,0,1,0,0,0,1,0,,2,,,408687,0,1,0
4504,3723.69921544275,2,100956.6,,2,2,,10000,2,,650,2,,,2,2,,9000,1,6,5,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100956.6,650,101606.6,101606.6,2.4,0,0,0,0,3000,2400,0,0,0,0,1,1,2,2,1,2,0,100956.6,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4505,5999.53533910964,2,70000,1,2,1,900,6000,2,,6200,2,,,2,2,,16372.2,2.2,2,1,3,1,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,35000,0,0,1,35000,0,0,0,0,0,0,1,35000,35000,6200,76200,41200,2,0,0,0,400,3096,2304,0,0,1,6000,1,1,2,10,1,2,400,70000,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,35000,0,0
4506,11.0156050268828,2,8e+05,,2,2,,60000,1,3e+05,90000,2,,6e+06,1,2,,361803.2,6,4,6,3,1,1,4,0,0,1,1,1,0,0,0,1,1,0,6e+05,0,0,0,0,0,0,0,0,0,0,1,2000,0,0,1,2000,8e+05,6690000,7790000,7788000,5,0,0,2000,1345.8,24000,120000,0,0,1,18000,1,1,1,10,1,2,0,8e+05,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,240000,1,0,0,0,0,0,0,0,0,0,1,0,1,2,,,6600000,0,0,0
4507,3302.45145187514,3,,,2,1,11118,12000,2,,1800,2,,,2,2,,13205,2,4,1,1,0,1,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4086,0,0,1,4086,0,1800,1800,-2286,1,0,4086,0,120,6000,4092,0,0,1,1800,1,1,1,2,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4508,5175.54404818885,2,120000,1,2,2,,12000,2,,820.8,2,,,2,2,,12500,2,1,1,2,1,1,4,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,54000,0,0,1,54000,0,0,0,0,1,7200,1,61200,66000,820.8,120820.8,59620.8,2,0,7200,0,727,4800,2846.4,0,0,1,1200,1,1,1,8,1,2,387,120000,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,54000,0,0
4509,109.375115324804,2,192400,1,1,1,600,16354.2,2,,3610,1,30100,6000,1,2,,53626,5,4,1,3,1,1,3,0,0,1,1,1,1,1,0,1,1,90200,30048,1800,34816.6,0,12000,0,0,1,12000,0,0,0,0,0,0,1,12000,270600,106374.6,388974.6,376974.6,5,0,0,0,91,7200,3660,0,0,1,6000,0,0,1,12,1,2,91,192400,1,0,1,2,,,1,,,,4,30,360,,,0,,2,2,22550,0,12100,,,0,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,66148,12000,1,34816.6
4510,4282.07656781408,2,120000,2,1,2,,15000,1,2400,600,1,9000,,2,2,,20003,3,3,1,1,1,3,3,0,0,1,1,0,0,1,0,1,1,25200,0,0,3600,0,0,0,0,0,0,0,0,1,19833,0,0,1,19833,145200,13200,160800,140967,3,0,19833,0,419,4200,4440,0,0,1,4800,0,0,1,5,1,2,0,120000,2,0,2,1,1,,4,4,,,8,70,,,,0,,2,2,6300,0,0,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,9000,0,1,3600
4511,2724.82452592252,1,,,2,2,,9000,2,,1500,2,,,2,2,,11119.6,1.4,5,5,1,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,1500,1500,1,0,0,0,0,4800,6000,0,0,0,0,1,1,2,2,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4512,4851.22442152561,2,124347,,2,2,,12020,2,,681.6,2,,,2,2,,9883.8,1.4,6,4,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124347,681.6,125028.6,125028.6,2.8,0,0,0,0,2400,1920,0,0,0,0,1,1,2,2,1,2,0,124347,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,,,0,0,0,0
4513,73.9748510000281,2,48080,2,1,1,901,15025,2,,300,2,,,2,2,,29375.2,3.4,5,5,1,1,0,2,0,0,1,1,0,0,0,0,1,1,14424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62504,300,62804,62804,2,0,0,0,0,7843.2,5896.8,1,1803,1,601,1,0,1,4,1,2,0,48080,2,0,1,1,,,4,,,,2,0,,,,0,,2,1,3606,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,1,0
4514,6330.66141925866,3,,,2,1,1200,12000,2,,3000,2,,12000,2,2,,16001,2,1,1,3,0,2,4,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,15000,15000,1,0,0,0,0,3612,2148,1,18000,1,18000,0,1,1,10,,3,0,,,0,,,,,,,,,,0,,,,0,,1,,0,0,,,,200,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,12000,0,0,0
4515,5956.91043844632,2,70558.2,,2,2,,3071,2,,,2,,,2,2,,5600,1,5,5,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70558.2,0,70558.2,70558.2,2.2,0,0,0,0,3600,3600,0,0,0,0,1,1,1,1,1,2,0,70558.2,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,0,0,0,0
4516,338.72771013763,2,24000,,1,2,,18000,2,,8000,1,65000,,1,2,,35000,4,5,6,1,1,1,3,0,0,1,1,0,0,0,0,1,1,72000,62200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96000,135200,231200,231200,4,0,0,0,0,12000,2400,0,0,1,6000,1,0,2,5,1,2,0,24000,,0,1,2,,,5,,,,6,0,,,,0,,2,2,18000,0,12000,,,,0,0,0,1,0,0,0,0,0,0,2,0,1,2,,,127200,0,1,0
4517,306.44248985887,2,72000,2,2,2,,9000,2,,3424.8,2,,,2,2,,6720,1,5,5,1,1,0,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72000,3424.8,75424.8,75424.8,2,0,0,0,0,3600,1200,0,0,0,0,1,1,1,1,1,2,0,72000,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4518,644.196286892517,2,102409,,1,2,,42168,2,,18000,2,,,2,2,,27240.6,3.6,3,2,1,1,2,2,120481,1,1,1,0,0,0,0,1,1,120481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222890,18000,361371,361371,5,0,0,0,0,3096,4104,0,0,1,21084,1,0,2,2,1,2,0,102409,,0,1,1,,,8,,,,3,0,,,,0,,2,2,30120.25,0,,,,,0,1,0,0,0,0,0,0,2,2,2,1,,2,2,1,0,0,1,0
4519,2913.3585594241,1,,,2,2,,3600,2,,1988.4,2,,,2,2,,21984.8,2.8,5,5,1,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988.4,1988.4,1988.4,1,0,0,0,0,7200,2892,0,0,0,0,1,1,2,2,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4520,27.442649769633,1,,,1,2,,370000,2,,6000,1,218268.6,,1,2,,56071.4,5.4,5,6,2,0,1,1,24000,1,1,1,0,1,0,0,1,1,6e+05,685000,286786.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6e+05,1196055,1820055,1820055,5,0,0,0,0,24000,12000,0,0,0,0,1,0,2,8,,1,0,,,0,2,2,1,,1,1,,,2,0,,,,0,,2,,150000,0,2810.4,,,,1,1,0,0,0,0,0,0,2,2,2,1,1,2,2,1,903268.6,0,1,0
4521,6275.65127994824,2,54100,,2,1,630.8,16999.2,2,,1500,2,,,2,2,,17187,2.2,3,1,1,1,1,2,0,0,1,1,0,0,1,0,1,1,0,0,0,5441.2,0,0,0,0,0,0,0,0,1,2912.8,0,0,1,2912.8,54100,6941.2,61041.2,58128.4,2,2912.8,0,0,160,4908,1092,0,0,1,3610,0,1,1,4,1,2,0,54100,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,0,0,5441.2
4522,601.704596238322,2,156602,2,2,2,,36144,2,,4036,2,,,2,2,,15139,2,4,4,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,42168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156602,46204,202806,202806,4,0,0,0,0,4200,1560,0,0,0,0,1,1,1,4,1,2,0,156602,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,1,0,0,0,0,0,1,0,,2,,,0,0,0,0
4523,9537.64671401509,1,,,2,1,4500,9000,2,,6000,2,,,2,2,,20900,3,1,1,3,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,36000,1800,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46800,46800,46800,2,0,0,0,0,3600,8400,0,0,1,6000,0,1,1,10,,1,0,,,0,,,,,,,,,,0,,,,0,,1,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,,,0,0,0,1800
4524,4771.50702988752,2,2e+05,2,2,2,,6000,2,,600,2,,,2,2,,26294,3,3,2,1,1,3,4,22481.8,0.8,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12400,0,0,1,12400,2e+05,600,223081.8,210681.8,4,12400,0,0,500,5215.2,3784.8,1,12000,1,26595.6,1,1,2,3,1,2,0,2e+05,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4525,239.443997276782,2,180300,,1,2,,18000,2,,6000,2,,,2,2,,16430,2,5,5,1,1,0,2,0,0,1,1,0,1,0,0,1,1,300500,0,180000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480800,186000,666800,666800,5,0,0,0,0,5872.8,4603.2,0,0,1,12500,1,0,1,2,1,2,0,180300,,0,1,2,,,1,,,,5,0,,,,0,,2,2,75125,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,,,0,0,1,0
4526,3988.00980142601,2,182560.6,,2,2,,30000,1,1300,3000,2,,,2,2,,13511,2,3,4,1,1,1,4,0,0,1,1,0,0,1,0,1,1,0,0,0,13118.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182560.6,16118.6,199979.2,199979.2,3.6,0,0,0,0,5400,4440,0,0,1,6051.4,0,1,2,7,1,2,0,182560.6,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,,0,,1,,,0,0,0,13118.6
4527,112.32103641996,2,120202,,2,2,,24000,1,6000,7000,2,,,1,2,,31992.6,3.6,6,6,3,1,1,1,230051,1,1,1,0,1,1,0,1,1,0,36061,72317.2,180304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120202,295682.2,651935.2,651935.2,5,0,0,0,0,1800,1200,0,0,1,1000,0,1,2,10,1,2,0,120202,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,1,0,0,0,0,0,0,2,2,2,1,1,1,2,1,36061,0,0,180304
4528,6078.90464564076,2,60101,2,2,1,528,1800,2,,6010,2,,,2,2,,14424,2,3,1,1,1,1,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60101,6010,66111,66111,2,0,0,0,0,7212,7212,0,0,0,0,1,1,1,3,1,2,0,60101,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,,,0,0,0,0
4529,4829.6033197306,2,180350,,1,2,,12000,2,,3901,2,,,1,2,,10081,1,5,5,1,1,0,1,0,0,1,1,0,1,0,0,1,1,6000,39070,42000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186350,84971,271321,271321,4,0,0,0,0,3096,-216,0,0,0,0,1,0,1,2,2,2,0,180350,,0,1,2,,,1,,,,2,0,,,,0,,2,2,1500,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,,,39070,0,1,0
