h_2008,facine3,p2_69,p2_84,p2_70,p4_7_3,p4_15,p4_24,p4_35,p4_43,np1,np2_1,np2_82,np2_5,np2_8,np4_5,np4_10,np4_18,np4_33,np4_27,renthog,percrent,bage,nsitlabdom,neducdom,nnumadtrab,haveneg,havenegval,tienereal,cuentas,np5_1,seguro,penseg,cart_gest,valdeuhog,havedeuhog,sideuda,tienefin,tiene,otraspr,valhog,allf,salcuentas,valor,valseg,valpenseg,odeuhog,dvivpral,dpdte,deuoprop,dpdtehipo,deuhipv,hipo,phipo,perso,pperso,deuda_tarj,ptmos_tarj,otrasd,potrasd,adeuda,vdeuda,deuotros,actreales,actfinanc,riquezabr,riquezanet,percriq,pagodeuda,alim,nodur,gvehic,gimpvehic,tvehic,timpvehic,multipr,sex,educ,p2_2,p2_1,pagopr_vivpr,np2_5.1,p2_8,p2_9,p2_33,p2_35_1,p2_35_2,p2_35_3,p2_35a_1,p2_35a_2,p2_35a_3,p2_35a_4,p2_42_1,p2_43,rents,p7_4a,p7_4b,p2_23,p2_24,p2_25,p2_26,p2_39,pagopr_otr,p4_16,p4_40,p4_36,p4_25,s6_sum,s6_sum2,s6_sum3,s6_sum4,s6_sum5,s6_sum6,s6_sum7,s6_sum8,s6b_sum,s6b_sum_rent,p6_81,tipo_auton,direc,p5_1,empre,auton,riquezafin,deuda_vivienda,s6_owner
2733,1993.1039481436,1,,800,24000,,,,,4,1,0,282476,2,1,0,0,0,0,74362.264,6,3,1,3,2,0,0,1,1,1,0,1,0,0,0,0,1,1,210354,0,,11500,45060,0,45060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492830,80560,573390,573390,4,0,12000,9636,0,0,1,12020,1,2,10,1,2,0,282476,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,52588.5,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,0,0,1
2734,4070.78650545851,2,,,100,,,,,1,1,0,240405,2,1,0,0,0,0,7429.6,1,4,2,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,,6010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240405,6110,246515,246515,3,0,1800,1692,0,0,0,0,0,2,1,1,2,0,240405,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,1,0,0,0,0,0,0,2,2,2,1,,2,1,,0,0,0
2735,4162.20624436871,1,,2000,300,,,,,2,1,0,150000,1,1,0,0,0,0,30455.5368,3.6,1,1,2,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,134000,0,0,1,134000,0,0,1,3200,0,0,0,0,1,137200,3200,16000,300,150300,13100,1,740,3870,3330,0,0,1,3500,0,1,7,1,2,620,150000,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,134000,0
2736,244.269182688574,1,600,500,30051,,,,,2,0,1,,0,1,0,0,0,0,16465.6,2,6,6,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,540911,0,,120202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540911,150253,691764,691764,5,0,6192,5808,0,0,1,9015,1,2,2,,1,0,,,0,2,1,1,,5,2,,,3,0,,,,0,,2,,135227.75,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,,0,0,1
2737,1221.5116172873,2,6000,,9000,,,,,5,1,1,750000,2,1,0,0,0,0,159957.28,6,3,6,3,3,1,1,1,0,0,1,1,0,0,0,0,1,1,950000,220000,,0,0,390000,390000,0,0,1,2e+05,0,0,0,0,1,42000,0,0,0,0,1,242000,42000,1500000,399000,2325000,2083000,5,3002,15480,22920,1,12000,1,38000,1,1,12,1,2,0,750000,2,0,2,1,1,,1,8,,,2,0,,,,0,,2,2,237500,680,,,,,0,1,0,0,0,0,0,0,2,2,2,1,1,2,1,1,0,2e+05,1
2738,4372.36791630904,2,,,3827.2,,,,,2,1,0,82239,0,1,0,0,0,0,8032,1,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82239,3827.2,86066.2,86066.2,1.8,0,3600,1560,0,0,1,2000,0,1,3,1,2,0,82239,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,0,,0,0,0
2739,5158.7022227405,1,700,300,3000,,,,,2,1,1,60000,0,1,0,0,0,0,18862.148,2.4,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63000,3000,66700,66700,1,0,4800,4800,0,0,0,0,1,1,1,2,2,0,60000,,0,1,2,,,3,,,,1,0,,,,0,,2,2,750,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,0,,0,0,1
2740,167.770518430835,1,6010,600,3005,12020,,,,1,1,1,150253,2,1,1,0,0,0,27359,3,6,5,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,60101,0,,18030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210354,33055,249419,249419,3,0,4200,12600,0,0,1,6010,1,2,6,1,2,0,300506,2,0,1,1,,,1,,,,3,0,,,,0,,2,2,30050.5,0,0,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,12020,0,1
2741,1811.04439348415,2,,,30000,,,,5000,2,1,0,360607,2,1,0,0,0,0,41264.4,4,5,5,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,276466,0,,0,15000,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637073,50000,687073,687073,5,0,7200,4800,0,0,1,8000,1,1,2,1,2,0,360607,2,0,2,1,1,,4,5,,,3,0,,,,0,,2,2,69116.5,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,1,0,,0,0,1
2742,202.943182679816,1,12000,4700,37000,89000,,,,5,1,1,901518,2,1,1,0,0,1,343456.1512,6,3,6,3,2,1,0.6,1,0,1,0,1,0,0,0,0,1,1,5473324.6,1525048.8,52000,0,60000,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6374842.6,238000,8149891.4,8149891.4,5,0,30000,30000,0,0,1,39800,1,1,12,1,2,0,901518,2,0,5,2,1,1,1,1,1,1,6,2150,,,,0,,2,2,1368331.15,0,0,,,,0,1,0,0,0,0,0,0,2,2,2,2,1,1,1,3,141000,0,1
2743,3998.39263735142,1,2404,800,150,,,,,1,1,1,75126.5,0,1,0,0,0,0,4540.088,1,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75126.5,150,77680.5,77680.5,2,0,2580,1020,0,0,0,0,0,2,2,1,2,0,150253,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,0
2744,281.99870818854,2,,,5000,15000,,,,1,1,0,540911,2,1,1,0,0,0,9337.2,1,5,4,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,552931,0,,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1093842,50000,1143842,1143842,5,0,7740,10260,0,0,0,0,1,2,4,1,2,0,540911,2,0,4,2,2,2,1,1,1,1,4,1100,1800,,,0,,2,2,138232.75,0,250,,,,0,0,0,0,0,0,1,0,0,0,,0,,2,0,,15000,0,1
2745,9692.1208172784,2,,,2000,,,,,1,1,0,210354,2,1,0,0,0,0,22088,3,4,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210354,2000,212354,212354,3,0,6000,12000,0,0,1,4000,0,1,3,1,2,0,210354,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,0
2746,97.2826447629109,1,,3000,5000,150000,,,,3,1,0,480810,0,1,1,0,0,0,62248,5.2,4,6,3,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1021721,0,,1e+06,70000,0,70000,0,0,1,1e+05,0,0,0,0,0,0,0,0,0,0,1,1e+05,0,1402531,1225000,2727531,2627531,5,749,12000,12000,0,0,1,60000,1,1,10,1,2,0,480810,,0,3,2,1,1,1,1,1,1,4,890.8,12000,,,0,,2,2,255430.25,0,2000,,,,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,,150000,1e+05,1
2747,355.231880254749,1,,700,3000,3000,,,,3,1,0,360607,2,1,1,0,0,1,107195.072,6,5,3,3,2,1,1,1,0,1,0,1,0,0,0,0,1,1,360607,60101,2000,0,20000,0,20000,0,0,1,30051,0,0,0,0,0,0,0,0,0,0,1,30051,0,691163,28000,809315,779264,5,700,7200,14400,0,0,1,4808,1,2,10,1,2,0,360607,2,0,2,1,1,,1,1,,,6,0,,,,0,,2,2,90151.75,700,0,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,1,5000,30051,1
2748,28.2216958730227,2,,,7000,,,,,1,1,0,300506,0,1,0,0,0,0,7754.896,1,6,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300506,7000,307506,307506,3,0,2064,336,0,0,0,0,0,2,2,1,2,0,300506,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,0,,0,0,0
2749,113.025077278552,2,,,7000,,,,,3,1,0,300506,0,1,0,0,0,0,49196,5,4,2,2,1,1,0.8,1,1,1,0,1,0,22945.2,0.2,0.2,1,1,450759,52227.8,,10000,25000,0,25000,22945.2,0,1,90000,0,0,0,0,0,0,0,0,0,0,1,90000,0,661265,64945.2,868438,778438,5,500,7200,4800,0,0,1,25000,1,1,6,1,2,0,300506,,0,2,1,1,,1,1,,,2,825,9600,,,0,,2,2,112689.75,0,,,,,0,1,0,0,0,0,0,0,2,2,2,1,,1,1,4,0,90000,1
2750,1436.72815035762,1,1202,1000,7000,11000,12000,,,2,1,1,300506,2,1,1,1,0,1,36214.28,4,5,5,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,114193,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,0,0,1,500,500,414699,50000,465901,465401,4,166,6000,6000,0,0,1,6010,1,1,8,1,2,0,300506,2,0,2,2,1,,1,4,,,2,0,,,,0,,2,2,28548.25,0,500,,,1500,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,43000,0,1
2751,3512.09881611794,2,,,600,,,,,2,0,0,,0,1,0,0,0,0,15060,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,600,600,1,0,4800,2400,0,0,1,6000,0,2,9,,1,0,,,0,,,,,,,,,,0,,,,0,,1,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
2752,3998.39263735142,2,,,230,,,,,1,0,0,,0,1,0,0,0,0,7421.568,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,230,230,1,0,1440,5292,0,0,0,0,0,2,2,,1,0,,,0,,,,,,,,,,0,,,,0,,1,,0,0,,,,,0,0,0,0,0,0,1,0,0,0,1,0,,2,0,,0,0,0
2753,5569.11688901645,2,,,1678.8,,,,,3,0,0,,0,1,0,0,0,0,25873.08,3,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1678.8,1678.8,1678.8,1,0,1036.8,163.2,0,0,0,0,0,2,2,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
2754,382.096979307262,2,10000,,6500,5000,,,,3,1,1,252425,1,1,1,0,0,1,33169.148,4,3,1,2,0,0,0,1,1,1,0,1,0,0,0,1,1,1,390658,0,2318,20100,2100,0,2100,4200,3700,0,0,1,3700,0,0,0,0,0,0,0,0,1,3700,0,639383,40218,693301,689601,5,388,7200,7200,0,0,1,12000,1,2,9,1,2,388,252425,1,0,2,2,1,,1,3,,,2,0,,,,0,,2,2,97664.5,0,0,,,,0,0,1,0,0,0,0,0,0,0,1,0,,1,0,,7318,3700,1
2755,2375.81190166332,2,,,20000,,,,,4,1,0,540911,0,1,0,0,0,0,42168,4,3,1,1.6,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540911,20000,560911,560911,4,0,5400,6600,0,0,1,6000,0,2,10,1,2,0,540911,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
2756,4147.60124638782,2,,,17938,,,,,1,1,0,168283,2,1,0,0,0,0,10599.6296,1.4,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168283,17938,186221,186221,2.8,0,3600,2400,0,0,0,0,0,2,2,1,2,0,168283,2,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,0,,0,0,0
2757,3000.80422914177,1,,500,6000,,,,,1,1,0,150253,0,1,0,0,0,0,8905.48,1,4,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150253,7800,158053,158053,2,0,1800,4200,0,0,1,481,0,2,4,1,2,0,150253,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,1,0,0,0,1,0,,2,0,,0,0,0
2758,11832.1427980616,1,,3000,60000,,,,,5,1,0,120202,0,1,0,0,0,0,87398.2,6,1,1,3,3,0,0,1,0,0,0,0,0,0,0,0,1,1,162273,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282475,60000,342475,342475,4,0,15480,2520,0,0,1,50000,1,1,10,1,2,0,120202,,0,7,2,1,2,1,4,3,3,6,0,,,,0,,2,2,40568.25,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,0,1
2759,8.30334047290636,2,14614.2,,75940.6,4e+05,,,,2,1,1,1202024,0,1,1,0,0,0,395127.212,6,4,6,3,1,1,1,1,0,1,0,1,0,0,0,0,1,1,2975010,10113635.2,,0,28000,0,28000,0,0,1,276466,0,0,0,0,0,0,0,0,0,0,1,276466,0,3900568,503940.6,14809224,14532758,5,1700,13200,40800,0,0,1,45000,1,1,12,1,2,0,1202024,,0,9,1,2,1,1,1,8,8,2,16800,192000,,,0,,2,2,743752.5,0,0,,,,0,1,0,0,0,0,0,0,2,2,2,2,1,1,1,2,4e+05,276466,1
2760,334.037563142213,2,3606,,894.6,,,,,2,1,1,240405,2,1,0,0,0,0,11258.856,1,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,270455,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510860,894.6,515360.6,515360.6,4,0,5400,4440,0,0,0,0,1,2,4,1,2,0,240405,2,0,1,1,,,1,,,,2,0,,,,0,,2,2,67613.75,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,1
2761,1060.84791842596,1,5000,2000,1e+05,,,,,3,1,1,240405,0,1,0,0,0,0,44778.4,4,6,6,2,1,1,1,1,0,0,0,0,0,15000,1,1,1,1,1171973,601012,,0,0,0,0,15000,0,0,0,0,0,0,0,1,17000,0,0,0,0,1,17000,17000,1412378,115000,2133390,2116390,5,670,9804,14196,0,0,1,32104,1,1,6,2,2,0,240405,,0,3,1,2,1,8,1,1,1,3,0,15000,,,0,,2,2,292993.25,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,1,2,0,3,0,0,1
2762,2349.98720140813,1,1803,330,2000,,,,,1,1,1,120202,1,1,0,0,0,0,10843.2,1,4,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,,0,5776,0,5776,0,1600,0,0,1,1600,0,0,1,1000,0,0,0,0,1,2600,1000,118602,7776,129781,127181,2,400,4128,432,0,0,1,6010,0,2,2,1,2,200,120202,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,0,1600,0
2763,161.131974359508,1,,1500,8000,,,,,4,1,0,950000,1,1,0,0,0,0,70280,6,2,6,3,2,1,1,1,0,1,0,1,0,0,0,0,1,1,0,877020.6,,0,9200,0,9200,0,401000,0,0,1,401000,0,0,1,8000,0,0,0,0,1,409000,8000,549000,17200,1844220.6,1435220.6,5,2360,9600,26400,1,28000,1,20000,0,1,12,1,2,1960,950000,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,1,0,0,0,0,0,0,2,2,1,2,1,1,1,3,0,401000,0
2764,11.0912262519714,1,,3000,48387.8,,,30000,,2,1,0,1e+06,0,1,0,0,1,0,100400,6,4,4,3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1e+06,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e+06,78387.8,2078387.8,2078387.8,5,0,15600,10800,0,0,1,50000,1,2,12,1,2,0,1e+06,,0,1,1,,,1,,,,2,0,,,,0,,2,2,250000,0,,,1200,,0,0,0,0,0,0,1,0,0,0,1,0,,2,0,,30000,0,1
2765,1741.17898200141,1,,300,1000,,,,,2,1,0,601012,0,1,0,0,0,0,13802.992,2,5,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,120202,0,,60101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721214,61101,782315,782315,5,0,2400,7200,0,0,1,9800,1,2,2,2,2,0,601012,,0,1,2,,,3,,,,1,0,,,,0,,2,2,30050.5,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,1
2766,201.277976178138,2,,,1016,,,,,2,0,0,,0,1,0,0,0,0,11244.8,1,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,1016,1016,1,0,5418,-17.9999999999991,0,0,0,0,0,2,6,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,0
2767,223.609393416958,1,,421,36782.8,80679.2,,,,1,1,0,6e+05,0,1,1,0,0,1,85617.3048,6,6,5,3,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1037540,0,231760.2,35942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1637540,385164.2,2022704.2,2022704.2,5,0,9177.6,8227.2,0,0,1,446,1,1,10,1,2,0,6e+05,,0,3,1,1,1,1,1,1,1,4,2752,38144.8,,,0,,2,2,259385,0,17513.6,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,312439.4,0,1
2768,245.323794117175,2,,,10,,,,,5,0,0,,0,1,0,0,0,0,19638.24,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,1,0,2400,1200,0,0,1,600,0,1,2,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
2769,2595.01025762091,1,,950,50000,1202,,,,3,1,0,150253,2,1,1,0,0,0,119219.7792,6,4,2,1,2,1,1,1,0,0,0,0,0,0,0,0,1,1,12020,142528.4,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5400,1,5400,5400,162273,51202,356003.4,350603.4,3.4,150,7740,4260,1,2104,1,15300,1,1,2,1,2,0,150253,2,0,1,1,,,8,,,,3,0,,,,0,,2,2,3005,0,180,,,,0,1,0,0,0,0,0,0,2,2,2,1,,2,1,1,1202,0,1
2770,1482.75930770031,1,,500,6545.2,,,,,5,1,0,270455,1,1,0,0,0,0,48369.9088,4.6,3,2,2,2,1,1,1,0,0,0,0,0,0,0,0,1,1,0,60000,,0,0,0,0,0,30000,0,0,1,30000,0,0,0,0,0,0,0,0,1,30000,0,240455,6545.2,337000.2,307000.2,3,400,7200,7200,0,0,1,481,0,1,8,1,2,400,270455,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,1,0,0,0,0,0,0,2,2,2,1,,2,1,1,0,30000,0
2771,3264.75929781849,2,,,600,,,,,1,1,0,150253,0,1,0,0,0,0,13554,2,5,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150253,600,150853,150853,2,0,5400,3000,0,0,0,0,0,2,2,3,2,0,150253,,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,0
2772,306.465088843714,1,11180.2,1000,1000,,,,,3,1,1,132223,1,1,0,0,0,0,32389.04,4,2,1,1,2,1,1,1,1,1,0,1,0,10000,1,1,1,1,40000,50000,,6000,8200,0,8200,10000,59000,0,0,1,59000,0,0,1,30000,0,0,0,0,1,89000,30000,113223,25200,258603.2,169603.2,2,548,6000,3600,0,0,1,24000,1,1,5,1,2,398,132223,1,0,2,1,1,,4,4,,,3,0,,,,0,,2,2,10000,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,3,0,59000,1
2773,4467.9691197447,1,,1000,3622.4,,,,,4,1,0,120000,1,1,0,0,0,0,33132,4,1,6,3,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,,0,20000,0,20000,0,24040,0,0,1,24040,0,0,1,2700,0,0,0,0,1,26740,2700,95960,23622.4,143622.4,116882.4,2,800,6708,1092,1,3500,1,18000,0,2,10,1,2,650,120000,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,,0,24040,0
2774,756.367155290723,1,14732,3000,10445.4,32756.8,,,,4,1,1,450759,1,1,1,0,0,0,153673.6456,6,2,1,3,2,0,0,1,1,0,0,0,0,0,0,0,1,1,132222,0,,35140.4,0,0,0,0,109098.8,0,0,1,109098.8,0,0,0,0,0,0,0,0,1,109098.8,0,473882.2,78342.6,676055.6,566956.8,4.4,932,9600,26400,0,0,1,20000,1,1,12,1,2,932,450759,1,0,2,1,1,,4,4,,,3,0,,,,0,,2,2,33055.5,0,1166.6,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,32756.8,109098.8,1
2775,1538.01724569502,2,,,10000,,,,,3,1,0,480810,1,1,0,0,0,0,46184,5,3,6,3,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,30051,0,0,1,30051,0,0,0,0,0,0,0,0,1,30051,0,450759,10000,490810,460759,4,600,9600,26400,1,14000,1,20000,0,1,12,1,2,600,480810,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,,0,30051,0
2776,5138.5129087265,2,,,1900,,,,,3,0,0,,0,1,0,0,0,0,21144.24,2.8,3,1,1,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,,0,1800,0,1800,0,0,0,0,0,0,0,0,1,8098,0,0,0,0,1,8098,8098,0,3700,3700,-4398,1,409,6000,2400,0,0,1,9000,0,2,9,,3,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,1,0,,0,0,0
2777,6923.7193966872,2,6010,,21000,,,,,2,1,1,180304,0,1,0,0,0,0,43826.608,4,5,5,2,1,0,0,1,1,0,0,0,0,0,0,0,1,1,120202,0,,204344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300506,225344,531860,531860,4,0,6000,6000,0,0,0,0,1,1,6,1,2,0,180304,,0,1,2,,,1,,,,4,300,3600,,,0,,2,2,30050.5,0,,,,,0,0,0,1,0,0,0,0,0,0,1,0,,2,0,,0,0,1
2778,5998.76940749402,2,,,1100,,,,,1,1,0,240405,1,1,0,0,0,0,16666.4,2,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,108000,0,0,1,108000,0,0,0,0,0,0,0,0,1,108000,0,132405,1100,241505,133505,2,650,2400,2400,0,0,0,0,0,2,8,1,2,650,240405,1,0,,,,,,,,,,0,,,,0,,2,2,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,108000,0
2779,212.628906332488,1,,1800,24000,12875.4,,3000,,3,1,0,435034.4,0,1,1,0,1,0,60240,5,4,4,3,1,0,0,1,0,1,0,1,0,0,0,0,1,1,600713.6,0,,0,31801.2,0,31801.2,0,0,1,89818.4,0,0,0,0,0,0,0,0,0,0,1,89818.4,0,945929.6,71676.6,1107424.6,1017606.2,5,700,21600,38400,0,0,1,146751.8,1,2,10,2,2,0,435034.4,,0,4,1,1,1,1,1,1,1,6,0,,,,0,,2,,150178.4,0,0,,150,,0,0,0,0,0,0,1,0,0,0,1,0,,1,0,,15875.4,89818.4,1
2780,681.389423505121,2,1500,,600,,,,,5,0,1,,0,1,0,0,0,0,63863.2352,5.6,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,4000,0,0,0,0,1,4000,4000,0,600,2100,-1900,1,120,18000,12000,0,0,1,2400,0,1,5,,1,0,,,0,,,,,,,,,,0,,,,0,,2,,0,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,0,0
2781,3038.2228251167,1,,1800,1600,,,,,3,0,0,,0,1,0,0,0,0,12622.288,1.6,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,1,1,3000,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,1600,4600,4600,1,0,3000,3000,0,0,1,2000,1,1,4,,1,0,,,0,1,2,,,1,,,,2,0,,,,0,,2,,750,0,,,,,1,0,0,0,0,0,0,0,0,0,1,0,,2,0,,0,0,1
2782,392.11620150552,1,,1280,3200,25000,,,,1,1,0,6e+05,1,1,1,0,0,0,41515.4,4,3,2,3,1,1,1,1,1,0,0,0,0,0,0,0,1,1,480810,50000,,3600,0,0,0,0,101854,0,0,1,101854,0,0,0,0,0,0,0,0,1,101854,0,978956,31800,1162610,1060756,5,1400,13200,22800,0,0,1,15000,1,1,12,1,2,1400,6e+05,1,0,1,2,,,6,,,,3,0,,,,0,,2,2,120202.5,0,2000,,,,0,1,0,0,0,0,0,0,2,2,2,1,,2,1,1,25000,101854,1
2783,2110.66839618946,1,,180,30051,,,,,2,1,0,72121,0,1,0,0,0,0,10943.6,1,6,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,12020,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84141,30051,114192,114192,2,0,2580,3420,0,0,0,0,1,1,2,2,2,0,72121,,0,1,2,,,97,,,,2,0,,,,0,,2,2,3005,0,,,,,0,0,0,1,0,0,0,0,0,0,2,0,,2,0,,0,0,1
